Store ID,Name,Brand,Store Number,Phone Number,Ownership Type,Street Combined,Street 1,Street 2,Street 3,City,Country Subdivision,CityState,Country,Postal Code,ZIP,Coordinates,Latitude,Longitude,Timezone,Current Timezone Offset,Olson Timezone,First Seen
11215,Addison Court,Starbucks,8262-1068,561-999-9092,CO,"17940 N. Military Trail, Suite 600",17940 N. Military Trail,Suite 600,,Boca Raton,FL,Boca RatonFL,US,334962411,33496,"(26.4104156494141, -80.1211929321289)",26.41041565,-80.12119293,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
11271,Glades Plaza,Starbucks,8354-4092,5613914255,CO,"2200 West Glades Road, 102, Glades Plaza",2200 West Glades Road,102,Glades Plaza,Boca Raton,FL,Boca RatonFL,US,334317309,33431,"(26.3673400878906, -80.1260452270508)",26.36734009,-80.12604523,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
11857,7777 Glades Road,Starbucks,8334-12112,5614704882,CO,"7775 Glades Rd, #300, Corporate Centre at Boca Raton",7775 Glades Rd,#300,Corporate Centre at Boca Raton,Boca Raton,FL,Boca RatonFL,US,334344180,33434,"(26.3691158294678, -80.167724609375)",26.36911583,-80.16772461,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
15358,Shoppes at Boca Center,Starbucks,8307-7052,5613479710,CO,"5250 Towne Center Circle, #117",5250 Towne Center Circle,#117,,Boca Raton,FL,Boca RatonFL,US,334861067,33486,"(26.3625583648682, -80.1237869262695)",26.36255836,-80.12378693,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
16208,Palmetto Park & Powerline,Starbucks,8235-1067,5614170144,CO,22113 Powerline Rd.,22113 Powerline Rd.,,,Boca Raton,FL,Boca RatonFL,US,334335046,33433,"(26.3487339019775, -80.1543350219727)",26.3487339,-80.15433502,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
17236,Boca Town Center Mall - First Level,Starbucks,11388-105377,5613953633,CO,"6000 Glades Rd, Boca Town Center",6000 Glades Rd,,Boca Town Center,Boca Raton,FL,Boca RatonFL,US,334317208,33431,"(26.3650608062744, -80.1327362060547)",26.36506081,-80.13273621,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
17561,Mizner Park,Starbucks,8261-1535,5614163198,CO,302 Plaza Real,302 Plaza Real,,,Boca Raton,FL,Boca RatonFL,US,334323933,33432,"(26.3533725738525, -80.0849151611328)",26.35337257,-80.08491516,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
17656,Shadowood Square,Starbucks,8248-696,5618838984,CO,9961 W Glades Road,9961 W Glades Road,,,Boca Raton,FL,Boca RatonFL,US,334343920,33434,"(26.3683948516846, -80.2024078369141)",26.36839485,-80.20240784,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
17896,Boca Town Center Mall Terrace,Starbucks,11605-102741,5614172587,CO,"6000 W. Glades Road, K122, Town Center at Boca Raton",6000 W. Glades Road,K122,Town Center at Boca Raton,Boca Raton,FL,Boca RatonFL,US,334317208,33431,"(26.3653144836426, -80.1323547363281)",26.36531448,-80.13235474,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
8454,I-10 & Hwy 46,Starbucks,10647-101185,830-249-0728,CO,35065 IH 10 West,35065 IH 10 West,,,Boerne,TX,BoerneTX,US,780069263,78006,"(29.7783966064453, -98.7374877929688)",29.77839661,-98.73748779,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
1006977,Bohemia- Veterans Mem Hwy,Starbucks,20136-203441,6319811237,CO,4180 Veterans Memorial Hwy,4180 Veterans Memorial Hwy,,,Bohemia,NY,BohemiaNY,US,11716,11716,"(40.7821922302246, -73.098030090332)",40.78219223,-73.09803009,Eastern Standard Time,-240,GMT-05:00 America/New_York,5/5/2014 4:00
15908,Broadway Ave.&Belmont,Starbucks,3266-2000,208-385-0269,CO,1100 Broadway Ave.,1100 Broadway Ave.,,,Boise,ID,BoiseID,US,83706,83706,"(43.5994606018066, -116.192993164063)",43.5994606,-116.1929932,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
1009748,Albertsons - Boise #184,Starbucks,24101-235165,(208) 429-1084,LS,6560 S Federal Wy,6560 S Federal Wy,,,Boise,ID,BoiseID,US,83716,83716,"(43.5430107116699, -116.153129577637)",43.54301071,-116.1531296,Mountain Standard Time,-360,GMT-07:00 America/Denver,8/13/2014 4:00
1010032,Boise - Vista and Cassia,Starbucks,24499-237074,2086082780,CO,812 S Vista Ave,812 S Vista Ave,,,Boise,ID,BoiseID,US,83705,83705,"(43.5969924926758, -116.213409423828)",43.59699249,-116.2134094,Mountain Standard Time,-360,GMT-07:00 America/Denver,5/20/2015 4:00
1011685,Fred Meyer Boise #439,Starbucks,25968-192846,208-373-5200,LS,10751 W Overland Rd,10751 W Overland Rd,,,Boise,ID,BoiseID,US,83709,83709,"(43.5903091430664, -116.316284179688)",43.59030914,-116.3162842,Mountain Standard Time,-360,GMT-07:00 America/Denver,6/16/2015 4:00
1012508,Teavana - Boise Towne Square,Teavana,28377-250033,208-323-6794,CO,"350 North Milwaukee St., #1147, Boise Towne Square",350 North Milwaukee St.,#1147,Boise Towne Square,Boise,ID,BoiseID,US,83704,83704,"(43.605899810791, -116.278282165527)",43.60589981,-116.2782822,Mountain Standard Time,-360,GMT-07:00 America/Denver,7/4/2015 4:00
6421,Milwaukee & Overland- Boise,Starbucks,13571-106831,208-377-0683,CO,8275 West Overland Rd.,8275 West Overland Rd.,,,Boise,ID,BoiseID,US,837091637,83709,"(43.5900077819824, -116.28515625)",43.59000778,-116.2851563,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
6708,BSU Albertsons Library,Starbucks,75455-104743,208-426-4665,LS,1910 University Dr,1910 University Dr,,,Boise,ID,BoiseID,US,837250001,83725,"(43.6027946472168, -116.201957702637)",43.60279465,-116.2019577,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
8548,State and Veterans Parkway-Boise,Starbucks,9879-97958,208-336-3508,CO,3809 W State Street,3809 W State Street,,,Boise,ID,BoiseID,US,837035221,83703,"(43.6400566101074, -116.235939025879)",43.64005661,-116.235939,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
8762,Boise Avenue and Apple-ID,Starbucks,9297-94984,208-344-2344,CO,672 East Boise Avenue,672 East Boise Avenue,,,Boise,ID,BoiseID,US,837065118,83706,"(43.5790328979492, -116.174476623535)",43.5790329,-116.1744766,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
9483,Boise Towne Square,Starbucks,10070-99370,2086722677,CO,"350 N. Milwaukee, 2035, Boise Towne Square",350 N. Milwaukee,2035,Boise Towne Square,Boise,ID,BoiseID,US,837049123,83704,"(43.6080741882324, -116.279121398926)",43.60807419,-116.2791214,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
11734,Franklin Towne Plaza/Boise,Starbucks,3246-1600,(208) 377-1582,CO,"8077 Franklin Road, Franklin Towne Plaza",8077 Franklin Road,,Franklin Towne Plaza,Boise,ID,BoiseID,US,837090620,83709,"(43.6046943664551, -116.282638549805)",43.60469437,-116.2826385,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
12361,Albertsons-Boise #101,Starbucks,73130-21441,208-342-5651,LS,1650 W. State St.,1650 W. State St.,,,Boise,ID,BoiseID,US,837024040,83702,"(43.6249198913574, -116.209503173828)",43.62491989,-116.2095032,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
12411,Fred Meyer - Boise #613,Starbucks,72706-33962,208-424-7500,LS,3527 Federal Way,3527 Federal Way,,,Boise,ID,BoiseID,US,837055204,83705,"(43.5683670043945, -116.187141418457)",43.568367,-116.1871414,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
15074,Albertsons-Boise #193,Starbucks,73478-44381,208-331-1953,LS,1653 South Vista Ave,1653 South Vista Ave,,,Boise,ID,BoiseID,US,837053172,83705,"(43.5893440246582, -116.21524810791)",43.58934402,-116.2152481,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
15847,17th & State/Boise,Starbucks,3235-1599,(208) 367-0781,CO,1797 W. State Street,1797 W. State Street,,,Boise,ID,BoiseID,US,837023924,83702,"(43.6242980957031, -116.212142944336)",43.6242981,-116.2121429,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
16400,Fred Meyer - Boise #662,Starbucks,72728-62299,208-429-6400,LS,5230 W. Franklin Road,5230 W. Franklin Road,,,Boise,ID,BoiseID,US,837051109,83705,"(43.6035690307617, -116.245529174805)",43.60356903,-116.2455292,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
16903,Albertsons-Boise #161,Starbucks,73137-21103,208-322-7744,LS,10700 Ustick Road,10700 Ustick Road,,,Boise,ID,BoiseID,US,837135103,83713,"(43.6344871520996, -116.315902709961)",43.63448715,-116.3159027,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
17229,Eagle & McMillan- Meridian,Starbucks,10268-99323,2089392547,CO,4622 N Eagle Road,4622 N Eagle Road,,,Boise,ID,BoiseID,US,837135267,83713,"(43.6469268798828, -116.353591918945)",43.64692688,-116.3535919,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
18267,Fairview & Cole - Boise,Starbucks,13519-104905,208-322-2303,CO,7373 West Fairview,7373 West Fairview,,,Boise,ID,BoiseID,US,837048512,83704,"(43.6190299987793, -116.273788452148)",43.61903,-116.2737885,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
1007643,Albertsons-Boise #177,Starbucks,73101-18219,208-939-5145,LS,"4700 North Eagle Road, Albertsons - Eagle McMillan (177)",4700 North Eagle Road,,Albertsons - Eagle McMillan (177),Boise,ID,BoiseID,US,837130744,83713,"(43.6474876403809, -116.352439880371)",43.64748764,-116.3524399,Mountain Standard Time,-360,GMT-07:00 America/Denver,5/3/2014 4:00
7026,Bolingbrook-Rte 53 & Remington,Starbucks,11790-104003,630-226-2369,CO,395 S. Bolingbrook Drive,395 S. Bolingbrook Drive,,,Bolingbrook,IL,BolingbrookIL,US,604403411,60440,"(41.6881828308105, -88.0686492919922)",41.68818283,-88.06864929,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
7684,Target Bolingbrook T-867,Starbucks,76515-99078,(630) 378-5544,LS,1188 W Boughton Rd,1188 W Boughton Rd,,,Bolingbrook,IL,BolingbrookIL,US,604401508,60440,"(41.7047920227051, -88.1222839355469)",41.70479202,-88.12228394,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
10198,Bolingbrook-Weber & Lilly Cache,Starbucks,10593-101611,630-759-1091,CO,"261 S. Weber Rd., The Shops at Country Aire Market",261 S. Weber Rd.,,The Shops at Country Aire Market,Bolingbrook,IL,BolingbrookIL,US,604901510,60490,"(41.6908340454102, -88.1263656616211)",41.69083405,-88.12636566,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
17454,Bolingbrook-Boughton & Janes,Starbucks,10116-99586,630-783-8096,CO,699 East Boughton Rd.,699 East Boughton Rd.,,,Bolingbrook,IL,BolingbrookIL,US,604402256,60440,"(41.721981048584, -88.0396881103516)",41.72198105,-88.03968811,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
17944,"Macy's-Bollingbrook, IL",Starbucks,75440-106230,630-343-4255,LS,645 E Boughton RD,645 E Boughton RD,,,Bolingbrook,IL,BolingbrookIL,US,604402256,60440,"(41.7022018432617, -88.0737991333008)",41.70220184,-88.07379913,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
10987,Bolling AFB - Commissary Mall,Starbucks,70055-131064,202-562-6270,LS,185 Chappie James Blvd SW,185 Chappie James Blvd SW,,,Bolling Afb,DC,Bolling AfbDC,US,200327717,20032,"(38.8363761901855, -77.0196151733398)",38.83637619,-77.01961517,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
65798,"Kroger-Warner Robins, GA #641",Starbucks,15822-141205,478-988-5700,LS,774 GA Hwy 96,774 GA Hwy 96,,,Bonaire,GA,BonaireGA,US,31005,31005,"(32.537540435791, -83.5948181152344)",32.53754044,-83.59481812,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
8649,Vons - Bonita #2130,Starbucks,79506-102654,619-512-0125,LS,4404 Bonita Rd,4404 Bonita Rd,,,Bonita,CA,BonitaCA,US,919021423,91902,"(32.6605072021484, -117.033950805664)",32.6605072,-117.0339508,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
15584,"Bonita & Central, Bonita",Starbucks,6839-74700,619-479-0671,CO,"5030 Bonita Road, #A, Bonnie Brae Shopping Center",5030 Bonita Road,#A,Bonnie Brae Shopping Center,Bonita,CA,BonitaCA,US,919021700,91902,"(32.669506072998, -117.022438049316)",32.66950607,-117.022438,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
1006860,US 41 & W Terry,Starbucks,22555-220044,239-949-7130,CO,27250 Bay Landing Dr,27250 Bay Landing Dr,,,Bonita Springs,FL,Bonita SpringsFL,US,34135,34135,"(26.3438301086426, -81.8064804077148)",26.34383011,-81.80648041,Eastern Standard Time,-240,GMT-05:00 America/New_York,10/3/2014 4:00
19034,Safeway-Bonners Ferry #2954,Starbucks,3914-153479,208-267-1650,LS,6519 S Main St,6519 S Main St,,,Bonners Ferry,ID,Bonners FerryID,US,838058728,83805,"(48.6893577575684, -116.316246032715)",48.68935776,-116.316246,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
10931,Hwy 410 & 214th - Bonney Lake,Starbucks,14570-114364,253/862-7135,CO,21102 Highway 410,21102 Highway 410,,,Bonney Lake,WA,Bonney LakeWA,US,98391,98391,"(47.168342590332, -122.149192810059)",47.16834259,-122.1491928,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
13044,Market at Lake Tapps/Bonney Lake,Starbucks,3257-1845,253/862-3125,CO,"19461 Highway 410 East, A",19461 Highway 410 East,A,,Bonney Lake,WA,Bonney LakeWA,US,98391,98391,"(47.1695327758789, -122.17000579834)",47.16953278,-122.1700058,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
13997,Safeway-Bonney Lake #544,Starbucks,74412-87985,253-862-1212,LS,21301 Hwy 410,21301 Hwy 410,,,Bonney Lake,WA,Bonney LakeWA,US,98390,98390,"(47.166316986084, -122.145225524902)",47.16631699,-122.1452255,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
11592,Target Bonney Lake T-1957,Starbucks,76296-95449,253-862-5660,LS,9400 192nd Ave E,9400 192nd Ave E,,,Bonney Lake,WA,Bonney LakeWA,US,983918564,98391,"(47.172191619873, -122.171783447266)",47.17219162,-122.1717834,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
88375,Harris Teeter-Boone #165,Starbucks,16318-156564,828-262-3319,LS,240 Shadowline Dr,240 Shadowline Dr,,,Boone,NC,BooneNC,US,286075088,28607,"(36.2028160095215, -81.6621398925781)",36.20281601,-81.66213989,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
17431,Bordentown,Starbucks,10782-101614,609-324-0124,CO,"282 Dunns Mill Road, ACME Commons at Bordentown",282 Dunns Mill Road,,ACME Commons at Bordentown,Bordentown,NJ,BordentownNJ,US,85054748,08505,"(40.1326751708984, -74.7240371704102)",40.13267517,-74.72403717,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
7650,Target Bossier City T-2273,Starbucks,76799-108309,318-678-6800,LS,2735 Beene Blvd,2735 Beene Blvd,,,Bossier City,LA,Bossier CityLA,US,711115491,71111,"(32.5590705871582, -93.7074203491211)",32.55907059,-93.70742035,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
9673,I-20 & Airline,Starbucks,9604-97206,318-549-2074,CO,1979 Airline Drive,1979 Airline Drive,,,Bossier City,LA,Bossier CityLA,US,711122448,71112,"(32.5270919799805, -93.7013549804688)",32.52709198,-93.70135498,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
17406,Airline & Beene,Starbucks,11357-103956,318-746-3669,CO,2519 Beene Blvd,2519 Beene Blvd,,,Bossier City,LA,Bossier CityLA,US,711115457,71111,"(32.5594673156738, -93.7133865356445)",32.55946732,-93.71338654,Central Standard Time,-300,GMT-06:00 America/Chicago,12/8/2013 22:41
8151,BOS Boston/Logan Airport Term C,Starbucks,75840-100372,617-594-3506,LS,Logan Airport terminal C,Logan Airport terminal C,,,Boston,MA,BostonMA,US,2128,02128,"(42.3669548034668, -71.0163345336914)",42.3669548,-71.01633453,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
13567,Starbucks Boston Common,Starbucks,801-1782,617-742-2664,CO,65-66 Beacon,65-66 Beacon,,,Boston,MA,BostonMA,US,2108,02108,"(42.3563499450684, -71.0693130493164)",42.35634995,-71.06931305,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
114018,BU Kenmore Square,Starbucks,17551-176284,617-425-1941,LS,500 Commonwealth Ave,500 Commonwealth Ave,,,Boston,MA,BostonMA,US,2215,02215,"(42.3487968444824, -71.0949859619141)",42.34879684,-71.09498596,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
1005249,Rowes Wharf,Starbucks,18666-188204,6173454291,CO,30 Rowes Wharf,30 Rowes Wharf,,,Boston,MA,BostonMA,US,2110,02110,"(42.3563385009766, -71.0499801635742)",42.3563385,-71.04998016,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
1007718,1304 Commonwealth Ave.,Starbucks,22253-218826,6175661074,CO,1304 Commonwealth Avenue,1304 Commonwealth Avenue,,,Boston,MA,BostonMA,US,2134,02134,"(42.348461151123, -71.1341094970703)",42.34846115,-71.1341095,Eastern Standard Time,-240,GMT-05:00 America/New_York,7/21/2014 4:00
1008869,Fan Pier,Starbucks,22566-214645,6177371214,CO,48A Northern Avenue,48A Northern Avenue,,,Boston,MA,BostonMA,US,2210,02210,"(42.3534469604492, -71.0463638305664)",42.35344696,-71.04636383,Eastern Standard Time,-240,GMT-05:00 America/New_York,8/13/2014 4:00
1010353,City Place (Boston),Starbucks,807-194265,,CO,"12 Charles Street South, D-2",12 Charles Street South,D-2,,Boston,MA,BostonMA,US,2116,02116,"(42.3512916564941, -71.06591796875)",42.35129166,-71.06591797,Eastern Standard Time,-240,GMT-05:00 America/New_York,8/13/2014 4:00
1009744,Star Market Fenway 7576,Starbucks,24097-234964,617-267-4684,LS,33 Kilmarnock St,33 Kilmarnock St,,,Boston,MA,BostonMA,US,2215,02215,"(42.3435325622559, -71.1008148193359)",42.34353256,-71.10081482,Eastern Standard Time,-240,GMT-05:00 America/New_York,9/13/2014 4:00
1012425,Teavana - Shops at Prudential,Teavana,28243-249737,617-262-8327,CO,"800 Boylston St, #141, Shops at Prudential",800 Boylston St,#141,Shops at Prudential,Boston,MA,BostonMA,US,2116,02116,"(42.3488655090332, -71.0820007324219)",42.34886551,-71.08200073,Eastern Standard Time,-240,GMT-05:00 America/New_York,7/3/2015 4:00
1012809,Teavana - Copley Place,Teavana,28613-249907,617-351-6948,CO,"100 Huntington Ave., #70, Copley Place",100 Huntington Ave.,#70,Copley Place,Boston,MA,BostonMA,US,2116,02116,"(42.3473777770996, -71.0782470703125)",42.34737778,-71.07824707,Eastern Standard Time,-240,GMT-05:00 America/New_York,7/11/2015 4:00
1007184,SODEXO @ Boston Children's Hospital,Starbucks,22802-199167,617-355-5539,LS,300 Longwood Ave,300 Longwood Ave,,,Boston,MA,BostonMA,US,2115,02115,"(42.3371238708496, -71.1034240722656)",42.33712387,-71.10342407,Eastern Standard Time,-240,GMT-05:00 America/New_York,7/29/2015 4:00
1007461,Target Boston Fenway T-2822,Starbucks,19315-200564,,LS,1341 Boylston St,1341 Boylston St,,,Boston,MA,BostonMA,US,2215,02215,"(42.3443870544434, -71.0996322631836)",42.34438705,-71.09963226,Eastern Standard Time,-240,GMT-05:00 America/New_York,7/29/2015 4:00
6608,Renaissance Boston Harbor Lobby,Starbucks,75830-98680,,LS,636 Congress St,636 Congress St,,,Boston,MA,BostonMA,US,22102803,02210,"(42.3479461669922, -71.0396728515625)",42.34794617,-71.03967285,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
6924,Boston DoubleTree,Starbucks,78025-103254,617-956-7900,LS,821 Washington Street,821 Washington Street,,,Boston,MA,BostonMA,US,21111519,02111,"(42.3489608764648, -71.0641555786133)",42.34896088,-71.06415558,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
7678,Boston University-700 Commonwealth,Starbucks,70015-115685,617-353-5450,LS,700 Commonwealth Ave,700 Commonwealth Ave,,,Boston,MA,BostonMA,US,22152522,02215,"(42.3493957519531, -71.1031188964844)",42.34939575,-71.1031189,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
8349,84 State Street,Starbucks,9463-96686,617-523-3053,CO,84 State Street,84 State Street,,,Boston,MA,BostonMA,US,21092202,02109,"(42.3591194152832, -71.0556030273438)",42.35911942,-71.05560303,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
8559,Northeastern U - Curry Student Ctr,Starbucks,75363-99541,617-373-8860,LS,346 Huntington Ave,346 Huntington Ave,,,Boston,MA,BostonMA,US,21155005,02115,"(42.3395843505859, -71.08935546875)",42.33958435,-71.08935547,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
8560,Westin Boston Waterfront,Starbucks,75912-99740,617-532-4600,LS,425 Summer St,425 Summer St,,,Boston,MA,BostonMA,US,22101719,02210,"(42.3470993041992, -71.0436706542969)",42.3470993,-71.04367065,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
8796,165 Newbury,Starbucks,870-1784,617-536-5282,CO,165 Newbury Street,165 Newbury Street,,,Boston,MA,BostonMA,US,21162878,02116,"(42.3508033752441, -71.0788726806641)",42.35080338,-71.07887268,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
9121,Target Dorchester T-1898,Starbucks,76139-93247,617-602-1921,LS,7 Allstate Rd,7 Allstate Rd,,,Boston,MA,BostonMA,US,21251655,02125,"(42.3288688659668, -71.0628814697266)",42.32886887,-71.06288147,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
9315,Two Atlantic Avenue,Starbucks,7550-8914,617-723-7819,CO,"2 Atlantic Avenue, The Pilot House",2 Atlantic Avenue,,The Pilot House,Boston,MA,BostonMA,US,21103918,02110,"(42.3639183044434, -71.05029296875)",42.3639183,-71.05029297,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
9657,Manulife Financial,Starbucks,75265-96827,617-663-3269,LS,601 Congress St,601 Congress St,,,Boston,MA,BostonMA,US,22102804,02210,"(42.3474884033203, -71.0403366088867)",42.3474884,-71.04033661,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
10135,125 Summer St.,Starbucks,10599-100736,617-737-0250,CO,125 Summer Street,125 Summer Street,,,Boston,MA,BostonMA,US,21101616,02110,"(42.3531684875488, -71.0576171875)",42.35316849,-71.05761719,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
11398,27 School Street,Starbucks,7535-11881,617-227-7731,CO,27 School Street,27 School Street,,,Boston,MA,BostonMA,US,21084633,02108,"(42.3577270507813, -71.0592193603516)",42.35772705,-71.05921936,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
11890,School of Management,Starbucks,72107-5606,617-353-1529,LS,"595 Commonwealth Ave, Campus Dining Services/Starbucks Coffee",595 Commonwealth Ave,,Campus Dining Services/Starbucks Coffee,Boston,MA,BostonMA,US,22151704,02215,"(42.3493309020996, -71.1000442504883)",42.3493309,-71.10004425,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
12043,211 Congress,Starbucks,7201-540,617-542-4439,CO,211 Congress Street,211 Congress Street,,,Boston,MA,BostonMA,US,21102410,02110,"(42.3546714782715, -71.0548400878906)",42.35467148,-71.05484009,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
12257,Cambridge St. Beacon Hill,Starbucks,857-1779,617-227-2959,CO,222 Cambridge Street,222 Cambridge Street,,,Boston,MA,BostonMA,US,21142710,02114,"(42.361026763916, -71.0664825439453)",42.36102676,-71.06648254,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
12348,12 Winter Street,Starbucks,7531-11037,617-542-1313,CO,12 Winter Street,12 Winter Street,,,Boston,MA,BostonMA,US,21084704,02108,"(42.3556098937988, -71.0610580444336)",42.35560989,-71.06105804,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
12615,Boston Long Wharf Marriott,Starbucks,75637-84387,617-227-0800,LS,296 State St,296 State St,,,Boston,MA,BostonMA,US,21092607,02109,"(42.3597755432129, -71.052131652832)",42.35977554,-71.05213165,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
13427,Westin Hotel Copley,Starbucks,7652-15173,6178670491,CO,"10 Huntington Ave, Ste D, Westin Hotel Copley Place",10 Huntington Ave,Ste D,Westin Hotel Copley Place,Boston,MA,BostonMA,US,21165707,02116,"(42.3484115600586, -71.0769577026367)",42.34841156,-71.0769577,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
13505,One Financial Center-Dewey Sq.,Starbucks,7377-1648,(617) 428-0019,CO,1 Financial Center,1 Financial Center,,,Boston,MA,BostonMA,US,21112621,02111,"(42.3522605895996, -71.056022644043)",42.35226059,-71.05602264,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
13533,Tremont-South End,Starbucks,7551-12652,617-236-7879,CO,"627 Tremont St, Retail Space #1",627 Tremont St,Retail Space #1,,Boston,MA,BostonMA,US,21181649,02118,"(42.3426094055176, -71.0746383666992)",42.34260941,-71.07463837,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
13538,62 Boylston,Starbucks,7564-15894,617-338-0067,CO,62 Boylston Street,62 Boylston Street,,,Boston,MA,BostonMA,US,21164799,02116,"(42.3522491455078, -71.0644378662109)",42.35224915,-71.06443787,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
13576,240 Washington St.,Starbucks,875-1777,617-720-2220,CO,240 Washington St.,240 Washington St.,,,Boston,MA,BostonMA,US,21084603,02108,"(42.3578987121582, -71.0578231811523)",42.35789871,-71.05782318,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
14267,273 Huntington Ave.,Starbucks,2767-90300,617-536-6501,CO,273 Huntington Ave,273 Huntington Ave,,,Boston,MA,BostonMA,US,21154506,02115,"(42.3420143127441, -71.086181640625)",42.34201431,-71.08618164,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
14378,Boston Sheraton-Main Lobby,Starbucks,72163-8831,617-378-6210,LS,39 Dalton Street,39 Dalton Street,,,Boston,MA,BostonMA,US,21993901,02199,"(42.3465728759766, -71.0838470458984)",42.34657288,-71.08384705,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
